neuron_id,cell_type,observed,seed,teacher_rate_hz,student_rate_hz,fluctuation_r2
367,excitatory,1,44,0.0,0.07763975155279502,
379,excitatory,1,44,0.3105590062111801,0.3105590062111801,0.998783528804779
380,excitatory,1,44,0.4658385093167702,0.9316770186335404,-1.1380853652954102
392,excitatory,1,44,0.0,0.0,
396,excitatory,1,44,1.3975155279503104,1.0093167701863353,0.6032949686050415
406,excitatory,1,44,0.0,0.0,
417,excitatory,1,44,0.07763975155279502,0.0,-0.013939976692199707
420,excitatory,1,44,2.1739130434782608,1.8633540372670807,0.7545343637466431
422,inhibitory,1,44,59.3944099378882,43.16770186335403,0.6421412229537964
473,inhibitory,1,44,13.27639751552795,10.481366459627328,0.6803897023200989
485,excitatory,1,44,0.0,0.0,
502,excitatory,1,44,0.0,0.0,
522,excitatory,1,44,0.07763975155279502,0.0,-0.013917684555053711
523,inhibitory,1,44,19.720496894409937,17.158385093167702,0.6407857537269592
530,excitatory,1,44,0.2329192546583851,0.07763975155279502,0.5617748498916626
546,excitatory,1,44,1.1645962732919255,0.6987577639751552,0.4361013174057007
548,inhibitory,1,44,176.3198757763975,177.01863354037266,0.056529462337493896
567,excitatory,1,44,0.0,0.0,
573,excitatory,1,44,0.0,0.0,
576,excitatory,1,44,0.4658385093167702,0.5434782608695652,0.06499725580215454
